grid.nam,latitude,longitude,elevation,all_flower_mid,all_fruit_mid,development_time,development_time_herb,development_time_WD,flower_herb_mid,flower_WD_mid,fruit_herb_mid,fruiting_WD_mid,all_flower_var,flower_herb_var,flower_WD_var,all_fruit_var,fruit_herb_var,fruit_WD_var,all_flower_range,flower_herb_range,flower_WD_range,all_fruit_range,fruit_herb_range,fruit_WD_range,annual_flower_mid,perennial_flower_mid,annual_fruit_mid,perennial_frui_mid,Area,MAT,TCQ,PET,MAP,PDM,TS,PS,daylength
833,41.54,116.12,1397.39,195.05,226.55,32.7,25.7,72.4,200.7,156.4,225.7,232.5,0.21,0.18,0.2,0.16,0.14,0.27,96.9,101.5,68.5,97.2,101.2,74.5,212.1,198.1,229.7,224.7,10000,275.70752,258.79,396.806,437.338,2.788,123.631,102.706,15.01
834,41.44,117.32,909.692,192.32,227.6,36.8,29,79,198.2,154.5,225.9,238,0.22,0.19,0.21,0.18,0.16,0.25,99.5,104.5,70.2,99.6,104.5,73.6,209.4,195.4,230.6,224.6,10000,278.33592,262.2314,491.078,488.795,2.0466,117.746,112.903,14.99
835,41.32,118.53,848.8,196.41,226.72,32,25.9,69.7,201.8,156.3,226.2,230.8,0.21,0.18,0.2,0.17,0.15,0.28,98.8,103.4,68.6,98.8,103.3,71.5,210.6,199.9,229.2,225.4,10000,279.15291,263.29483,516.359,546.947,2.53576,116.444,112.658,14.98
836,41.2,119.73,460.59,196.64,226.57,30.3,24.7,69.8,201.2,157,225.7,234.2,0.22,0.2,0.24,0.19,0.17,0.31,101.9,105.5,74.5,103.5,107.4,75.8,207.6,199.5,229.3,224.7,10000,280.52606,264.46167,571.334,563.511,2.39215,117.917,117.608,14.97
837,41.06,120.92,131.057,196.51,225.31,30.2,24.1,63.3,203.3,147.2,226.4,217.3,0.25,0.2,0.21,0.21,0.18,0.41,101.8,107.7,65.1,104.9,111.5,69.4,211.6,200.9,231.3,224.6,8401,281.77125,265.82851,620.516,568.736,2.43903,117.176,113.811,14.95
838,40.91,122.11,8.40625,195.77,223.73,29.2,23.4,66.5,203.5,134.4,226.7,191.7,0.28,0.23,0.18,0.25,0.19,0.5,98.7,105,55.4,101.9,109.4,53.6,210.3,201.4,230.4,225.3,7377,282.21189,266.03438,642.821,645.96,5.81143,118.923,100.752,14.94
839,40.76,123.3,284,190.64,225.99,36.3,29,77.6,197,144,226.3,223.7,0.26,0.23,0.23,0.24,0.2,0.47,91.7,97.1,56.6,93.7,99.7,60,211.1,193.5,235.5,223.4,10000,280.28443,264.18327,554.578,824.156,8.71299,117.893,99.4188,14.92
840,40.59,124.48,270.211,188.71,223.53,35.2,29.9,71.7,194.4,138.8,224.6,213.3,0.26,0.23,0.17,0.24,0.2,0.44,91.7,96.1,56,93.9,99.9,54,209.3,190.9,234.6,221.5,8718,280.14631,264.12039,541.888,1030.02,11.1005,116.695,105.894,14.9
852,37.84,75.79,3686.17,194.74,215.09,21.5,18.4,44.1,197.4,170.2,215.6,211.3,0.14,0.12,0.17,0.11,0.1,0.16,88.1,89.7,73.6,89.3,91.8,71.9,203.6,196.3,218.9,214.9,10000,272.678623,258.4045,255.105,60.1633,0.781615,103.806,62.4155,14.62
853,38.1,76.9,1720.55,196.8,217.54,21.5,18.1,43.6,200,170.3,218.5,211.1,0.14,0.13,0.16,0.11,0.1,0.13,91.1,93.3,74.5,93.1,96.3,73.4,209.9,197.9,225,216.7,10000,283.1665,268.29632,661.083,42.5651,0.718526,106.168,61.4782,14.64
854,38.34,78.02,1227.27,197.38,218.41,21.5,18,46.3,200.3,171.2,219,213.8,0.14,0.12,0.18,0.1,0.1,0.14,93,94.9,77.6,95.3,97.4,80.4,210.7,198.2,223.5,217.8,10000,285.4334,270.09418,772.174,43.812,0.194824,108.862,68.5084,14.67
855,38.57,79.15,1202.97,193.27,220.12,27.9,25.9,38.7,196.5,170.6,222.7,205.6,0.16,0.14,0.21,0.12,0.11,0.13,94.7,95.7,88.7,98.1,98.8,93.8,200.8,195.2,223.3,222.4,10000,285.4673,269.84921,781.412,36.9946,0,110.833,74.5584,14.69
856,38.79,80.28,1174.68,194.95,221.29,28,28.6,25,197.7,179.8,225.2,201.4,0.18,0.16,0.24,0.11,0.1,0.09,101.3,103.7,89.5,104.2,107.2,89.2,198.9,197.1,223.9,226.1,10000,285.2235,269.43296,771.623,29.5672,0,112.206,87.7673,14.71
857,39.01,81.42,1129.03,197.89,218.49,21.4,18.3,42.2,200.4,175.7,218.8,216.3,0.15,0.14,0.21,0.11,0.1,0.15,93.4,95.3,78.6,95.4,97.3,81.7,212.2,197,224.7,216.5,10000,284.9766,268.88458,767.062,25.5312,0,114.499,82.4356,14.74
858,39.21,82.56,1094.65,198.59,219.51,21.4,18.4,43.5,200.9,178.6,219.7,218.4,0.15,0.14,0.19,0.11,0.1,0.15,93.1,94.6,81.3,94.9,96.6,82.4,213.3,197.1,226,217.1,10000,284.8119,268.36175,761.693,23.2326,0,117.172,100.142,14.76
859,39.4,83.71,1062.72,195.53,218.94,22.9,19.3,42.1,198.5,176.9,219.7,214.2,0.15,0.14,0.18,0.1,0.09,0.17,93.2,93.9,89.1,96.2,98.1,85.8,214,195.3,225.5,217.9,10000,284.6447,267.93212,754.8,21.0072,0,119.045,115.239,14.78
860,39.59,84.87,1009.63,192.74,217.43,23.5,19.6,45,196.1,168.8,218.2,212.5,0.15,0.14,0.18,0.1,0.08,0.21,92.1,93.2,84.6,95.4,97.4,84.3,206.6,194.7,223,217.2,10000,284.6221,267.86919,751.851,21.1332,0,119.49,119.969,14.8
861,39.76,86.03,956.842,195.46,218.58,22.3,18.3,42.1,199.6,170.6,219.8,211.7,0.16,0.14,0.21,0.09,0.08,0.15,95.2,96.8,86.4,99,101.7,85.6,206.9,197.2,221.2,219.2,10000,284.7082,268.03083,753.079,23.022,0,119.382,119.03,14.81
862,39.92,87.2,882.595,198.47,220.11,21.6,18.7,39.1,201.4,176.5,220.9,214.9,0.15,0.14,0.21,0.1,0.09,0.16,91.7,92.4,86.6,94,95.5,85.1,208.5,199.8,224.2,219.9,10000,284.7263,267.94059,756.32,26.719,0,120.61,91.9332,14.83
863,40.08,88.38,826.237,197.55,219.54,22.2,19.9,36.8,199.8,179.5,220,216.1,0.15,0.13,0.21,0.1,0.1,0.13,91.8,92.2,88.8,95.5,96.2,90.8,206.8,198.1,223.6,218.8,10000,284.7347,267.86662,772.293,25.224,0,122.177,92.8933,14.85
864,40.22,89.55,800.868,197.55,219.54,22.2,19.9,36.8,199.8,179.5,220,216.1,0.15,0.13,0.21,0.1,0.1,0.13,91.8,92.2,88.8,95.5,96.2,90.8,206.8,198.1,223.6,218.8,10000,284.9441,268.21388,789.168,21.3865,0,122.29,98.4405,14.86
865,40.35,90.74,794.026,196.87,218.95,21.7,20.1,34.1,198.4,181.8,219,218.9,0.14,0.13,0.18,0.11,0.1,0.17,89.8,90.1,87.4,93.4,93.3,93.7,209.9,197,228,217.2,10000,285.0929,268.44027,792.577,17.4634,0,121.993,91.8012,14.88
866,40.47,91.92,1016.85,196.87,218.95,21.7,20.1,34.1,198.4,181.8,219,218.9,0.14,0.13,0.18,0.11,0.1,0.17,89.8,90.1,87.4,93.4,93.3,93.7,209.9,197,228,217.2,10000,283.9683,267.6593,731.986,19.2091,0,119.57,89.8676,14.89
867,40.58,93.11,1086.78,192.64,218.83,25.5,22,43,196,173.2,219.1,217,0.16,0.14,0.17,0.12,0.1,0.2,89.6,92.1,75.9,90.7,93.6,75.8,207.6,194,223,218.3,10000,283.2508,267.13031,693.575,25.5143,0.223441,117.948,82.4454,14.9
868,40.68,94.31,1325.22,187.24,221.7,34.3,22,61.4,196.5,162.3,219.8,226.4,0.18,0.14,0.16,0.13,0.11,0.19,86.1,92.3,69.9,87.4,93.7,73.4,207.6,194.7,223,219.1,10000,281.61877,265.953,609.584,39.5067,1,114.884,84.628,14.91
869,40.77,95.5,1463.31,171.78,230.29,56.1,34.3,62.8,200.4,161.8,239.4,227.2,0.19,0.15,0.15,0.16,0.07,0.18,78.1,95.6,71.9,78.6,91.8,74.6,207,199.8,242.5,239.1,10000,280.8627,265.07266,558.398,53.0197,1,116.627,85.4643,14.92
870,40.85,96.7,1702.58,174.99,228.5,52.1,27.3,62.8,200.8,161.8,231.3,227.2,0.19,0.12,0.15,0.15,0.09,0.18,78.6,91.9,71.9,79.8,91.9,74.6,207,200.5,242.5,230.5,10000,279.48853,264.48058,485.488,66.0343,1,111.689,83.4273,14.93
871,40.92,97.9,1493.91,189.22,225.28,34.6,18.3,60.7,203.8,164.9,223.2,228.8,0.22,0.18,0.18,0.13,0.11,0.17,90.9,101.6,73.4,91.9,101.8,76.1,219,197.9,228.9,220.7,10000,280.21479,265.10378,529.144,68.4452,1,112.42,89.789,14.94
872,40.98,99.11,1407.02,200.45,223.36,21.4,17.6,38.3,204.4,184.4,222.8,226,0.21,0.19,0.22,0.12,0.11,0.17,100.3,104.3,85,99.4,103.4,82,219.7,196.8,228.7,219.6,10000,280.22699,264.80393,539.106,69.8312,0.999935,114.463,97.0103,14.94
873,41.03,100.31,1075.03,200.45,223.36,21.4,17.6,38.3,204.4,184.4,222.8,226,0.21,0.19,0.22,0.12,0.11,0.17,100.3,104.3,85,99.4,103.4,82,219.7,196.8,228.7,219.6,10000,281.85077,265.41976,625.582,49.1254,0.241422,121.37,97.8188,14.95
874,41.06,101.52,1048.4,197.18,220.97,23.1,17.9,50.6,201.1,172.7,219.8,227.5,0.18,0.16,0.21,0.13,0.12,0.17,95.3,98.4,78.3,94.2,97.9,74.1,215.1,197.2,225.9,217.9,10000,282.17209,265.15218,645.904,43.664,0,126.189,94.7069,14.95
875,41.09,102.73,1219.09,197.18,220.97,23.1,17.9,50.6,201.1,172.7,219.8,227.5,0.18,0.16,0.21,0.13,0.12,0.17,95.3,98.4,78.3,94.2,97.9,74.1,215.1,197.2,225.9,217.9,10000,281.22122,264.20029,615.886,57.3317,0,126.959,94.7578,14.95
876,41.1,103.94,1154.8,195.12,220.1,24.2,19.3,52.2,198.9,170.9,219.1,226,0.19,0.17,0.21,0.14,0.13,0.17,96.5,99.8,76.6,94.5,98.5,71.9,212.9,195.5,225.3,217.4,10000,281.08639,263.98825,629.357,68.3632,0,127.087,99.9612,14.96
877,41.11,105.15,1147.05,194.62,220.43,25.2,20.2,53.9,198.5,168.4,219.6,225.6,0.19,0.17,0.21,0.15,0.14,0.2,96.3,99.7,75.5,93.9,98,71,214.6,194.5,226.9,217.5,10000,280.9057,264.04208,615.268,81.5814,0,125.086,104.457,14.96
878,41.1,106.35,1499.4,194.34,219.93,25.9,20.9,53.4,198.3,167.8,219.2,224.4,0.19,0.17,0.22,0.15,0.14,0.2,96.7,100,76.8,94,98.1,71.8,214.3,194.3,226.9,217,10000,278.93713,262.7862,517.096,122.066,0.592271,120.294,102.371,14.96
879,41.08,107.56,1151.06,194,218.72,25.6,21.9,44.6,198.2,168.4,219.1,216.4,0.19,0.17,0.24,0.15,0.14,0.24,99.5,102.2,84.5,95.5,98.6,79.6,216.6,193.1,228.8,216.2,10000,279.99909,263.70649,550.575,154.124,0.293378,120.39,108.978,14.95
880,41.06,108.77,1183.78,196.41,221.76,25.7,20.5,50.9,201.3,166.6,221.9,221,0.19,0.16,0.24,0.15,0.14,0.22,98.5,102.3,79,94.7,99.2,73.2,215.7,197.7,228.1,220.2,10000,279.293,262.7616,537.307,228.552,1.03177,121.545,110.826,14.95
881,41.02,109.98,1532.15,196.03,221.03,25.7,21.4,53.6,199.6,167.1,220.5,224.5,0.19,0.17,0.23,0.15,0.14,0.2,98.4,101.5,76.5,96.8,100.2,74.7,214.8,195.8,226.2,219,10000,277.05404,260.5893,453.187,303.071,2.3422,120.592,106.321,14.95
882,40.97,111.18,1489.46,196.56,220.78,24.6,20.4,56.3,200.3,161.7,220.6,222.2,0.19,0.17,0.21,0.16,0.14,0.25,100.4,103.7,73.1,98.4,101.8,73.3,211.9,197.5,224.1,219.7,10000,276.60877,259.7985,444.277,342.512,2.93392,122.149,106.848,14.94
883,40.91,112.39,1586.77,197.07,221.69,25.2,20.5,62.1,201,158.6,221.3,225.4,0.19,0.17,0.18,0.16,0.14,0.26,99.1,102.3,70.8,97.6,101,71.4,211.4,198.7,225.1,220.3,10000,276.54499,260.6475,421.497,377.297,2.4693,116.47,107.509,14.94
884,40.84,113.59,1418.47,196.31,225.54,28.8,22.1,67.2,201.2,161.4,224.1,234.8,0.19,0.17,0.2,0.16,0.14,0.24,100.2,104.4,73.2,99.4,103.7,75.5,208.5,199.4,225.3,223.8,10000,277.47589,261.8638,445.877,365.141,2.86848,114.658,103.741,14.93
885,40.75,114.79,1172.68,195.68,227.78,32.6,24.4,73.1,201.4,160.5,225.9,238.5,0.21,0.19,0.21,0.16,0.14,0.25,99.5,104.1,73.7,98.6,103.3,75.3,210.3,199.4,226.3,225.8,10000,279.37285,263.35435,497.52,395.606,2.77465,117.822,102.614,14.92
886,40.66,115.98,898,193.32,227.01,33.4,24.5,76.2,199.8,155.9,225.1,237.4,0.22,0.19,0.2,0.18,0.16,0.27,98.2,103.3,71.3,98.9,103.8,75.8,210.1,197.7,226.9,224.7,10000,280.07248,264.2927,529.604,474.83,2.92936,116.154,113.296,14.91
887,40.56,117.17,492.108,193.71,227.14,33.8,24.2,82.3,200.4,153.2,225,240.1,0.24,0.2,0.21,0.2,0.17,0.31,100.5,106.3,68.9,100.9,106.4,73.8,210.7,198,230.6,223.5,10000,281.73261,266.32313,615.327,556.261,2.72895,112.912,125.677,14.9
888,40.44,118.36,380.462,194.83,228.66,34.6,24.8,81.5,201.8,154.3,226.7,240.5,0.24,0.21,0.23,0.2,0.17,0.32,100.8,106.9,69.1,102,107.7,74.4,211.4,199.5,231.9,225.3,10000,281.95219,266.48687,625.616,636.193,3.09353,112.969,123.318,14.89
889,40.32,119.55,305.351,194.16,228.39,34.9,26.5,84.5,199.3,155.1,225.5,248.7,0.25,0.22,0.27,0.19,0.17,0.27,104.7,109,75.9,105.8,110.6,76.9,205.1,197.6,228.7,224.5,9274,281.63333,266.53771,594.188,668.232,3.02258,111.222,118.796,14.87
891,40.04,121.91,115.654,191.35,224.15,32.1,24.4,68.5,200.2,137.5,226.3,209.1,0.29,0.23,0.23,0.25,0.2,0.47,100,107.9,58.3,100.4,109.3,58.8,207.8,197.6,228,225.6,5442,282.01559,266.66508,618.316,681.072,7.91725,112.642,102.238,14.84
892,39.89,123.08,128.242,188.16,222.68,34.7,28.7,71.4,194.2,142.6,223.1,218.8,0.27,0.24,0.23,0.26,0.22,0.46,94.6,99.9,58.2,97.2,103.9,57.3,205.5,191.2,229.1,221.1,7673,281.58012,266.31986,597.059,773.456,9.74519,111.917,98.3398,14.83
905,37,76.12,4192.41,195.38,216.03,21.4,18.1,46.5,197.9,170.6,216.3,214.1,0.13,0.12,0.18,0.11,0.1,0.16,89.4,91,75,90.9,93.2,74,206,196.5,219.3,215.6,9411,270.41256,256.4022,188.362,56.4054,0.858164,103.098,56.8569,14.54
906,37.25,77.22,2713.08,197.46,218.59,21.5,18,46.3,200.5,171.2,219.3,213.8,0.14,0.12,0.18,0.1,0.1,0.14,93.2,95.1,77.6,95.4,97.6,80.4,210.7,198.3,223.5,218,10000,278.41283,263.8432,482.195,37.3455,0.0246854,105.014,61.3382,14.56
907,37.49,78.33,1648.19,197.55,218.29,21,17.1,47.2,200.7,169.3,218.7,215.1,0.14,0.12,0.18,0.1,0.1,0.15,92.7,94.8,75.7,94.8,96.8,80.8,212.2,198.6,223.4,217.5,10000,283.9949,268.97512,708.227,41.5278,0,106.684,64.8404,14.58
908,37.72,79.44,1280.97,198.95,218.58,20.3,17.9,41.6,201.8,163,220,205.2,0.14,0.12,0.2,0.1,0.1,0.13,92.1,93.2,79.7,96.2,97.2,86.9,210.6,199.4,220.2,219.9,10000,285.8933,270.60673,789.885,35.375,0,108.353,69.3213,14.61
909,37.94,80.56,1232.3,199.67,218.62,18.1,15.8,38.6,202,172.3,219.2,213.1,0.14,0.12,0.22,0.1,0.1,0.14,94,95.2,82,98.5,99.7,87.6,213.9,198.6,222.2,218,10000,285.6871,270.16001,784.83,28.564,0,110.307,75.5922,14.63
910,38.15,81.69,1211.06,199.12,218.9,18,16.1,36.1,200.7,180.1,219,218.3,0.13,0.12,0.2,0.1,0.1,0.17,98.6,99.9,84.6,102.7,103.8,91.9,214.1,197.1,223.5,217,10000,285.1825,269.32786,768.06,25.6354,0,113.097,77.1279,14.65
911,38.35,82.82,1193.95,195.98,218.22,21.8,18.6,41.9,198.7,175.9,219,212.4,0.14,0.13,0.17,0.1,0.09,0.19,93.5,94.1,89,94.7,96.4,83.9,210,196.2,222,218.1,10000,284.6189,268.31931,748.477,21.6554,0,116.44,103.916,14.67
912,38.54,83.96,1171.5,194.04,218.06,23.3,19.5,45.1,196.9,175.2,218.6,214.7,0.15,0.14,0.18,0.1,0.08,0.2,91.9,92.4,88.8,94.3,96.2,82.9,210.9,194.6,224.8,217,10000,284.1516,267.58663,732.841,19.5009,0,118.384,114.212,14.69
913,38.72,85.11,1135.08,192.74,217.43,23.5,19.6,45,196.1,168.8,218.2,212.5,0.15,0.14,0.18,0.1,0.08,0.21,92.1,93.2,84.6,95.4,97.4,84.3,206.6,194.7,223,217.2,10000,283.9858,267.45678,720.632,19.8013,0,118.316,119.309,14.71
914,38.89,86.26,1053.68,192.74,217.43,23.5,19.6,45,196.1,168.8,218.2,212.5,0.15,0.14,0.18,0.1,0.08,0.21,92.1,93.2,84.6,95.4,97.4,84.3,206.6,194.7,223,217.2,10000,284.3197,267.8188,729.15,21.5877,0,118.439,125.857,14.72
915,39.05,87.41,931.541,197.81,219.86,21.6,18.8,39.9,200.5,175.1,220.3,216.4,0.15,0.14,0.2,0.11,0.1,0.19,90.5,91.3,84,92.6,93.8,84.6,212.6,198.9,227.7,218.9,10000,284.7419,268.09231,758.879,24.7466,0,119.789,96.1136,14.74
916,39.2,88.57,1146.21,196.87,218.95,21.7,20.1,34.1,198.4,181.8,219,218.9,0.14,0.13,0.18,0.11,0.1,0.17,89.8,90.1,87.4,93.4,93.3,93.7,209.9,197,228,217.2,10000,283.3448,267.08834,740.341,28.34,0,117.924,107.324,14.76
917,39.34,89.74,1462.05,196.87,218.95,21.7,20.1,34.1,198.4,181.8,219,218.9,0.14,0.13,0.18,0.11,0.1,0.17,89.8,90.1,87.4,93.4,93.3,93.7,209.9,197,228,217.2,10000,281.87974,266.42217,668.568,29.8742,0,113.131,108.266,14.77
918,39.47,90.91,1691.21,196.87,218.95,21.7,20.1,34.1,198.4,181.8,219,218.9,0.14,0.13,0.18,0.11,0.1,0.17,89.8,90.1,87.4,93.4,93.3,93.7,209.9,197,228,217.2,10000,280.61279,265.75138,595.571,28.3371,0,109.562,107.583,14.78
919,39.59,92.08,1669.63,196.87,218.95,21.7,20.1,34.1,198.4,181.8,219,218.9,0.14,0.13,0.18,0.11,0.1,0.17,89.8,90.1,87.4,93.4,93.3,93.7,209.9,197,228,217.2,10000,280.9663,266.03599,595.348,20.6754,0,110.262,110.538,14.8
920,39.7,93.25,1799.22,186.82,223.8,36.8,19.8,62.2,199.4,163.2,221,228.4,0.18,0.14,0.16,0.13,0.1,0.18,84.6,91,73.3,86.1,92.8,76.1,210.7,197.9,226.8,219.8,10000,279.67921,264.9869,564.701,25.884,0.0370223,108.98,106.932,14.81
921,39.8,94.43,1812.87,174.94,232.02,54,30.2,63.3,203.8,162.7,239.7,228.6,0.2,0.17,0.15,0.15,0.06,0.18,79.9,95.5,72.9,79.9,92.6,75,227.6,200.5,245.1,238.7,10000,280.03226,265.18765,554.199,39.7051,0.791771,109.572,88.2345,14.82
922,39.89,95.62,2248.53,171.78,230.29,56.1,34.3,62.8,200.4,161.8,239.4,227.2,0.19,0.15,0.15,0.16,0.07,0.18,78.1,95.6,71.9,78.6,91.8,74.6,207,199.8,242.5,239.1,10000,277.08813,262.6897,430.369,75.1678,1,107.249,89.2094,14.83
923,39.97,96.8,2260.22,174.99,228.5,52.1,27.3,62.8,200.8,161.8,231.3,227.2,0.19,0.12,0.15,0.15,0.09,0.18,78.6,91.9,71.9,79.8,91.9,74.6,207,200.5,242.5,230.5,10000,276.86377,262.6388,424.727,96.5051,1.00013,105.518,85.2677,14.84
924,40.04,97.99,1523.24,180.05,226.69,46.4,27.1,62.3,199.3,160.9,227.8,225.7,0.19,0.12,0.16,0.16,0.11,0.19,79.7,89.7,70.2,80.4,90.3,72.4,213.7,197.3,231.6,227.1,10000,280.29239,265.46673,540.42,88.7502,1.03363,109.329,86.1759,14.84
925,40.1,99.18,1306.86,192.28,222.58,30,19.1,60.6,201.1,164,220.9,227.7,0.19,0.15,0.18,0.13,0.12,0.18,90.3,96.6,71.2,90.3,96.5,73.1,215.6,197.2,226,219.3,10000,281.4654,266.25619,570.442,78.5081,1,111.391,88.4811,14.84
926,40.14,100.37,1268.4,196.37,220.89,23.8,17.9,50.7,201.2,171,220.1,224.8,0.18,0.16,0.21,0.13,0.12,0.2,94.6,98.5,76.6,93.5,98,72.9,215.4,197.2,225.9,218.2,10000,281.31449,265.68886,588.29,76.3992,0.70947,114.641,93.2006,14.85
927,40.18,101.56,1223.26,197.18,220.97,23.1,17.9,50.6,201.1,172.7,219.8,227.5,0.18,0.16,0.21,0.13,0.12,0.17,95.3,98.4,78.3,94.2,97.9,74.1,215.1,197.2,225.9,217.9,10000,281.52044,265.32168,617.671,67.7371,0,119.476,95.0029,14.85
928,40.2,102.76,1379.8,195.28,220.21,24.1,18.6,53,199.4,170.2,218.9,227.5,0.18,0.16,0.2,0.13,0.12,0.18,95.8,99.3,76.8,94.4,98.8,71.6,213.3,196,225.1,217.2,10000,280.53928,264.16435,584.72,76.8261,0,121.517,94.9099,14.86
929,40.22,103.95,1485,195.12,220.1,24.2,19.3,52.2,198.9,170.9,219.1,226,0.19,0.17,0.21,0.14,0.13,0.17,96.5,99.8,76.6,94.5,98.5,71.9,212.9,195.5,225.3,217.4,10000,279.86373,263.4413,557.629,91.9447,0,121.844,96.3783,14.86
930,40.22,105.14,1386.88,195.12,220.1,24.2,19.3,52.2,198.9,170.9,219.1,226,0.19,0.17,0.21,0.14,0.13,0.17,96.5,99.8,76.6,94.5,98.5,71.9,212.9,195.5,225.3,217.4,10000,280.20636,263.85639,565.021,106.307,0.000131692,121.213,99.2442,14.86
931,40.22,106.34,1119.94,195.14,220.25,25.7,20.7,53.5,199.4,167,219.7,223.7,0.19,0.17,0.21,0.15,0.14,0.21,97,100.5,76.4,95,99.6,70.1,213.1,195.8,225.7,217.9,10000,281.34197,265.11436,600.836,122.49,0.00866881,119.917,103.914,14.86
932,40.2,107.53,1201.77,197.84,221.83,24.7,21.9,40.3,201.9,171.4,223.1,214,0.2,0.17,0.25,0.14,0.12,0.23,100.4,103.7,81.9,98.2,102.6,74,216.6,197.1,226.5,221.9,10000,280.4863,264.65526,556.215,184.01,0.3432,116.622,107.199,14.86
933,40.17,108.73,1261.6,198.2,223.19,25,20.4,49.4,203.1,167.5,223.6,220.5,0.19,0.16,0.23,0.14,0.13,0.23,99.2,102.7,79.8,96,100.6,71.9,215.4,199.6,226.7,222.8,10000,279.8092,263.99799,540.355,269.222,0.99908,116.232,109.958,14.85
934,40.13,109.92,1220.18,196.07,222.51,27.5,22.2,57.4,200.6,163.9,222,226,0.19,0.16,0.21,0.15,0.13,0.24,99.8,103.1,79.2,97.8,101.9,74.6,214.1,197,226.3,220.7,10000,279.4058,263.30335,540.023,348.874,2.0961,117.459,107.261,14.85
935,40.08,111.11,1128.92,196.74,222.34,26.5,20.5,65.3,201.3,159.2,221.2,230.8,0.2,0.17,0.2,0.16,0.14,0.27,100.1,104,71.9,98.7,103.6,66.8,211.5,198.8,223.2,220.7,10000,279.19734,262.6236,544.235,403.891,3.47311,119.506,105.146,14.85
936,40.02,112.3,1438.41,197.64,223.53,26.3,19.8,64.6,203,160.6,222.5,230.1,0.19,0.17,0.18,0.15,0.14,0.21,102.2,107.1,70.9,101.6,106.3,74.4,214,200.3,227.4,221.1,10000,277.67362,262.3665,463.239,437.364,3.00718,111.778,105.707,14.84
937,39.95,113.48,1227.95,196.67,227.18,30.8,22,71.7,202.9,161.5,225.4,236.4,0.2,0.17,0.2,0.16,0.14,0.23,99.3,104.5,73.1,99.5,104.6,75.9,210.5,201.1,227.6,224.8,10000,278.91145,263.61006,498.856,397.864,2.70345,112.06,102.379,14.83
938,39.87,114.67,1214.84,194,227.2,33.7,24.5,74.8,201,155.6,225.5,236.1,0.23,0.19,0.21,0.18,0.16,0.26,98.1,103.5,71.4,98.5,103.6,76,211.3,199.2,227.4,225.1,10000,278.6524,263.0261,479.117,457.471,3.38752,114.097,101.233,14.83
939,39.78,115.85,386.359,193.02,226.09,33.4,23.7,78.5,200,153.4,223.9,237.7,0.23,0.19,0.22,0.2,0.18,0.28,99.6,105.2,71.2,100.3,105.6,76.1,212.7,197.2,230,222.4,10000,283.3891,268.44,665.985,573.226,3.09809,109.996,131.531,14.83
940,39.68,117.03,24.8947,196.91,229.81,32.8,22.5,88.6,203.2,154.6,226.5,249.2,0.25,0.21,0.26,0.2,0.18,0.23,104.2,109.4,73.9,105.9,110.7,80.2,211.9,200.3,230.8,225,10000,285.0401,270.23836,756.351,556.082,2.91307,108.816,136.001,14.8
941,39.57,118.2,26.6389,197.14,231.69,35,25.5,87.5,203.3,155.4,229.1,247.3,0.25,0.22,0.27,0.19,0.17,0.23,104.7,109.9,74.9,107,111.4,83.1,213.1,199.9,233,227.7,9528,284.3295,269.42988,725.805,619.071,3.91664,109.09,128.104,14.79
958,36.15,76.45,5022.43,195.36,215.44,20.8,17.3,47.3,197.9,169,215.5,215.1,0.13,0.12,0.18,0.11,0.1,0.18,88.8,90.5,73.2,90,92.2,73.7,206.3,196.7,218.4,214.9,7704,266.14746,252.6488,94.6879,70.3832,1.54091,101.048,53.392,14.46
959,36.4,77.54,4888.92,195.4,215.82,21.1,17.9,46.2,197.8,170.3,215.9,215.5,0.13,0.12,0.18,0.11,0.11,0.17,88.9,90.5,73.6,90.2,92.3,74.2,206.6,196.5,218.9,215.3,10000,266.7519,253.1557,115.168,55.2937,0.719945,101.37,73.2785,14.48
960,36.63,78.63,3717.11,198.82,218.57,20.4,18,41.6,201.6,163,220,205.2,0.14,0.12,0.2,0.1,0.1,0.13,92.1,93.2,79.7,96.1,97.1,86.9,210.2,199.4,220.1,220,10000,272.85266,258.8615,292.669,40.4685,0.0233648,102.448,79.8068,14.5
961,36.86,79.74,2191.57,199.29,218.86,19,16.7,39.6,201.7,170.1,219.6,211.5,0.14,0.12,0.23,0.11,0.1,0.14,93.1,94.2,81.2,97.4,98.6,86.4,213.8,198.3,223,218.3,10000,281.63201,267.09012,617.819,33.8101,0,104.251,72.3739,14.52
962,37.08,80.84,1409.41,199.12,218.9,18,16.1,36.1,200.7,180.1,219,218.3,0.13,0.12,0.2,0.1,0.1,0.17,98.6,99.9,84.6,102.7,103.8,91.9,214.1,197.1,223.5,217,10000,285.351,270.35019,767.046,32.1853,0,107.005,73.5728,14.54
963,37.29,81.96,1378.22,199.03,219.57,19.1,16.7,40.1,200.7,181.7,219.6,219.6,0.14,0.12,0.2,0.09,0.09,0.15,96.6,97.6,87.4,99.9,101.2,88.1,214.7,196.8,224.1,217.5,10000,284.976,269.59607,747.085,31.3018,0,110.075,83.1537,14.56
964,37.48,83.08,1365.08,194.02,217.72,24.6,21.8,43.3,196.3,176.7,218.4,212.5,0.14,0.13,0.17,0.09,0.07,0.16,92.9,93.7,87.8,95.3,96.2,89.5,205.1,194.2,218.6,218.4,10000,284.217,268.3854,725.559,28.5822,0,113.5,94.6453,14.58
